client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891390.mp3	9a73e1958516d1a98452d54646636c1fc1b4fc6504ea201d29026fd61b3f04a0	Mùa xuân nở giữa môi người ngọt ngây		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891391.mp3	214ae1c936258fd8a1942aceb307a5117a59cc88c75bf73f8be48c54f552b669	Tôi thực sự lo lắng về con thanh		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891392.mp3	3354cc278015b39b2e97e7b1a872cb3b7a567557b306824ed0ea45eb3d64c5f4	kẻ ngu ngốc		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891393.mp3	368ba843a5b62743071bb8a4b516f7ed9ebe93c6f73df9ddb2513b0801d0a9ba	Sự thật mất lòng		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891394.mp3	291f45ca95ac22052b79845a06b216b28d802af37cb28a21d09655ada31aae7f	Em hỏi mẹ là có chuyện gì		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891395.mp3	32cf383fdabfd6ae3f5d7dbcfac510fb6aa5c78dccb2523373c20fea2c66c941	Thời kỳ ở Thái Lan		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891396.mp3	36119952a7c42829e4ce089d023e43dbb6293fd6a857b95ab10cfa5d63c4f154	Em nói lại chắc chắn		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891397.mp3	28a9edba451e6f5d77531904cced98888855d2436eb3626ff746b088b6e1b926	đám ma bọn tôi đến mà không thấy Trinh đâu cả		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891398.mp3	3682829bb9e7e7aad06234735125d702cfa3a48ac35e7047a6a5b81d2e68e2f0	Sao lại sợ như thế		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891399.mp3	166d8296f193f2fd5bb41635314d02df854225da36ef43125d40c5682e04f409	Không biết gốc tích tên tuổi là gì cả		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891400.mp3	368177e7bb40b4298925172b3ca2717f1e71e1bcda083e9aafa0f17f755408a0	hạ liền trả lời		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891401.mp3	2d753908bb872b334a1895857c39c1d70452efe4500f9f7f0ad193ba5280d7ab	Nỗi trống trải se thắt hồn thiếu phụ		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891402.mp3	2c8dfeba171d67bc2ffa78a9daacdeb23a09732ee62b8df50e0f28bc079ac89d	Gọi xe cấp cứu đi người này vẫn còn sống này		0	0					vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891413.mp3	217074b4bbb7ab14165e5b3d50444e5543760370c780e788191d64c3b27e93a0	bà chậm rãi nói		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891414.mp3	0195b5c85994cb7802453c9d917a543a6f9713cb417a93e0d4c74cf614d2940a	hihi		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891415.mp3	249e22ba937ed1290d247cfee962cf99289baf66056efb4011be7ed675ce903f	Một ngôi nhà mới với đầy đủ tiện nghi		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891416.mp3	1b718d42def85e7cb9d89af083c0f37073b90498fd684e31a5c2ff7fd4df26cc	Tiếng tút dài còn khắc khoải người xa		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891417.mp3	2858a5da140a6e4f070aac22e7af91571b509044bccf6583625f03b44534bfc5	Xin mời quý vị các bạn cùng lắng nghe		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891418.mp3	2c5763b56459e8aec59dd5b750e4efe92f4cdf867216ceeb4bb460908b091526	Mấy cái chuyện tâm linh này khó nói lắm		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891419.mp3	30d594a4b6c89bae11bcb5a3a5589999b4977566e9c84ee6f5536e341b43dc11	Ôi! Đâu hỡi? Những chiều xưa nắng đổ		1	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891420.mp3	0068840a029dcde03c5430cf7cc14e126c8ac3772c95bc814c61e2735a5d6e57	Mai sẽ là một ngày thật đặc biệt		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891421.mp3	3ca1dd771c42a8f77022865a63e8b7c2897a994d9e37e582976281c2c06442b5	Xa thơm gần thối		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891422.mp3	0175bfa4fc48399c445aab060fbf6d29387d90cca7e424c265e0a3879cd3cc24	bò mĩ nướng tiêu		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891428.mp3	2f28b308e9726cb142d1f61092ed1cb74f6fa396d644a955f2106bc4c98d490e	Mẹ vẫn bên mình		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891429.mp3	27db95d9b9f6d916e14a1f87f1597c179047fc9d902cb2b266b70e1e8b5277ba	Đêm khuya sương xuống		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891430.mp3	2c9ba4e152848a947d8f3ebe1195c5ea60c5a83c0a5df6ca0285377bc3900a70	Mấy người thì đang nấu ăn gọi chúng tôi vào thưởng thức		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891431.mp3	39b8c744cfa6f4908825e5f1e8067dcac21fdfeaf63cae3df197eedbf7cb5918	Gần đó cũng có rất nhiều shop kinh doanh quần áo		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891432.mp3	3b5eca59c1e18d8262cf217017180d69f82a9be028bc15f34b37166a94f5a07a	Cảm ơn em đã luôn động viên anh lúc yếu đuối		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891433.mp3	0a379adb8b2b6696cbfddd739e4c132ed7a664f0cd4ed193de6f951874b8aff8	Hoạt động ở nước ngoài		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891434.mp3	38ea09dd1efa045923c911b488dbfce36c3e62fb4971e55c86cec940bc8cd44e	bố thảo liền hỏi		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891435.mp3	3535adb532682973ec0812b1fd6a13853076101da68e81364a37af6edfd41c6d	Mà mình trả lời		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891436.mp3	346fffca40ac8ca34cb0fa1a3b192f2ae1b2d4a93d6e1ccd07509ff38c921548	Đông đã về tháng mười một liêu xiêu...!		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891437.mp3	3af4bd4ca313049efcdf3db22a1b25f10d551bd43e17252d365da45100fc53fa	Bài thơ đầu tiên anh viết tặng em		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891438.mp3	214f2af478bd6e2f285658ebf7e0b7ebb8258f533c90782c7f92e3b0d173c02b	Nhưng đó chưa phải là tất cả		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891439.mp3	36808052f7d490e48e99909ef5fc975331a5f2281d9e6856c598998bce1e4e50	mà khi đã bị bắt đi rồi thì không thể trở về		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891440.mp3	3704f93776b9352f92edaaac0db608e8e62a1219e2aea4452d0f844999da4992	Vẫn chưa thấy được		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891443.mp3	0c9e52897fe11763b94232c1a93f6dc03f0880ebc1db6e4647bd2a1dd4684eb1	Anh cho tôi ra ngoài chợ tôi sẽ xuống ở đó		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891444.mp3	f692e0db9c82ff2121b3dbd2215366654275850bdbb76db1b4a0dbe954c5a441	Ngồi nghe thấy cao tăng đó nói chuyện một hồi lâu		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891446.mp3	2cb334c884b42fde9bd9ac326222909537762ffa9e862f9df55031b1bd61616b	Có một bận em ngồi xa anh quá		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891447.mp3	2594b2db5f0524cd57ce46c37524e595703a1c251f20d7dd48519321cfc5a5a2	Tác phẩm		1	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891448.mp3	e53fd85f71645c9ee3ab5e42b580326fec98cd766d419ffae2e672701478d94c	Mà tim tôi đã tơi bời đó em.		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891456.mp3	22792a8325cb75e10aaeab22cc12971d3d04e7fa484831e0eb111d79d9b46b6f	Cho hạnh phúc thêm ngập tràn sôi động		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891457.mp3	1895c266b91a717db4cc2162d63a2b605fb725da97b9b1d7b41f49b58cec9a7a	Không phải		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891458.mp3	2f3da10513e385aa38efdcc35b7ac05e7520bc7c60ae8c7d85722ac5409f1161	cản ơn đã giúp tôi		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891459.mp3	017d05e7fe0cb22786c7a33a8dd7a974c6ccda8aedeac251f620b6c3f09d2899	Lời yêu thương...thật dịu dàng ấm êm.		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891460.mp3	3d03d20f65516427386b1193af0049f4fbdf3190caa24503ed12db4030f578b8	Xong xuôi cũng đã quá trưa		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891461.mp3	f408936e9636d542890b1bad2e15b46f1506c3c9e74f004b8dcd56267ffc020a	Đúng là bà ấy		1	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891462.mp3	1e4b53c04626ce3384708ab72826f80c69ee389828c9990271651a08c20747ae	Anh đón chờ tháng mười một vừa trao		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891463.mp3	2cf55c27c2928ef7f598a685013dbc415fb3e20d63e910185334f3fe3132a185	Đến bố mẹ còn chẳng nhận ra cháu ạ		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891464.mp3	6cadb567dd0a71d5e7db52e0e06c1f03a42e5b6d61cbe54772a410e190ce30f2	Xin chào nhau nhé tháng mười		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891465.mp3	2ad5fd2d62a3f00ea0e336d7c99ac2572bd11af57879508c2493c674ff8d1e18	Tôi gần đây có thích một người đàn ông		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891466.mp3	36a6e5614082ddb23443fe94e78e81b4a2664e6307e0cfba40bd179f62aa0a8d	Hất bà ấy văng xuống vực sâu rồi bỏ chạy luôn		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891467.mp3	14ec8140426842a15e16bccc2d7eed47220ff417e90880815d1a109ece78736c	Nghiêng bên nào cũng nhớ quá Thu ơi!		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891468.mp3	177771f55aa2bde0c9f70b7fa40ef4deb965d18ec2d74a5de0c4b506dfcfb6a0	Bờ vai em nhỏ		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891469.mp3	28aed443e1c19832d11da891695d2111bb83e5ac2fca919bc7b52c74fed939b0	Trải qua những ngày đi bộ leo hết chỗ này đến chỗ khác		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891470.mp3	27bf99a55dfb29a62d828d58d393387520622e8738d2ffa2099833c931a69ac3	Sưởi ấm lòng con		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891476.mp3	38d4e7ce4b60041d97ec326b4f87539d053d2ba5a765898706142412a4dae674	chúng ta vẫn còn trẻ		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891477.mp3	2c3c64d3ba3049cb8f8a4802e3fbc982a025630cc818f92150c17ab9ea9f1015	Đám kia thì về nhả tiếp khách		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891478.mp3	1ed058039d800f989cf5286d19f25092be93413ec51b4ea7aadddc34cef69258	cũng vừa mới ngồi thôi, nước còn chưa uống hết một nửa đây này		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891479.mp3	26ff87a7780871f69abf879c95af0ac69909fa7f02bf58f99627d907dcf9a5f8	Đó là một hành động vô thức		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891480.mp3	25eca05a9414a7ee2e5317061cf562641172d61b1dcb723628f0af95b407ece7	Mà Nhi lại là bạn thân thiết của em		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891481.mp3	3d1726c107176be93f7fdab9bb852af39bbbd294d4866cd8d2fe26f74a4a0405	cô ấy thật là tuyệt vời		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891482.mp3	36bafc639499218043c210823a37f69a26b2466ddddbcabee21f410448873e2e	Khi con có mẹ		0	0	twenties	female_feminine			vi	
162c776ae835ffadd3c363c1c8c5306093510f8171e7284ab74b82a6030c21e5c299a839744746d78901d8504e4715aa737013a55fb48fbdeffefbbe50335a00	common_voice_vi_40891488.mp3	00c36dfd24860c028772376e9f8bbfb9b344bc411799ecd18a9a55b91dd81214	Sớm hôm tần tảo cấy cày đồng sâu		0	0	twenties	female_feminine			vi	
